timestamp,subject_id,frame,global_distress,face_confidence,pain_index,fear_index,fatigue_index,agitation_index,tension_index,respiratory_index,au4,au5,au6,au7,au9,au10,au12,au15,au17,au20,au23,au24,au25,au26,au43,mar,episode_pain,episode_agitation,episode_fatigue,episode_fear,episode_eye_closure,gaze_yaw,gaze_pitch,gaze_variance,fixation_duration,recent_saccades,mean_gaze_speed,max_gaze_speed,eye_contact_ratio,behavior_state,baseline_ready
1782322304.3796,subject_01,18,14.15,0.792,4.84,28.13,27.43,14.23,19.92,0.0,0.0,0.0775,0.0,0.0,0.0,0.0,0.279,0.1255,0.0,0.686,0.3579,0.7315,0.0,0.0,0.1816,0.0265,0,0,0,0,0,-0.3257,0.2683,0.0093,0.2333,1,0.0281,0.1276,0.0,alert,0
1782322304.4323,subject_01,19,14.29,0.794,5.1,28.02,27.7,13.87,20.68,0.0,0.0,0.0683,0.0,0.0,0.0,0.0,0.2935,0.1413,0.0,0.6957,0.3641,0.7719,0.0,0.0,0.1912,0.0224,0,0,0,0,0,-0.3342,0.2848,0.0094,0.2667,1,0.0275,0.1276,0.0,alert,0
1782322304.4905,subject_01,20,14.36,0.793,5.6,26.89,28.23,14.21,20.03,0.0,0.0,0.0505,0.0,0.0,0.0,0.0,0.2685,0.118,0.0,0.679,0.3585,0.738,0.0,0.0,0.21,0.026,0,0,0,0,0,-0.3328,0.2008,0.0089,0.0,1,0.0308,0.1276,0.0,alert,0
1782322304.5399,subject_01,21,13.6,0.796,3.87,29.93,24.77,14.99,17.95,0.0,0.0,0.1122,0.0,0.0,0.0,0.0,0.3181,0.1048,0.0,0.712,0.3417,0.627,0.0,0.0,0.1451,0.0363,0,0,0,0,0,-0.3773,0.0871,0.009,0.0,2,0.0359,0.1276,0.0,alert,0
1782322304.6014,subject_01,22,13.61,0.795,4.02,29.0,25.2,14.14,19.52,0.0,0.0,0.1068,0.0,0.0,0.0,0.0,0.2771,0.1073,0.0,0.6847,0.3542,0.7112,0.0,0.0,0.1508,0.0286,0,0,0,0,0,-0.3691,0.0913,0.0089,0.0333,2,0.0345,0.1276,0.0,alert,0
1782322304.6498,subject_01,23,13.17,0.796,2.95,31.43,23.14,14.34,17.95,0.0,0.0,0.1449,0.0,0.0,0.0,0.0,0.3303,0.0842,0.0,0.7202,0.3429,0.6254,0.0,0.0,0.1106,0.0363,0,0,0,0,0,-0.3511,0.0647,0.0091,0.0667,2,0.0344,0.1276,0.0,alert,0
1782322304.709,subject_01,24,13.21,0.798,3.17,30.99,23.6,13.6,18.69,0.0,0.0,0.1369,0.0,0.0,0.0,0.0,0.3252,0.0944,0.0,0.7168,0.3488,0.6648,0.0,0.0,0.119,0.0325,0,0,0,0,0,-0.3511,0.0647,0.0093,0.1,2,0.0328,0.1276,0.0,alert,0
1782322304.7746,subject_01,25,13.8,0.794,4.15,29.7,24.85,14.58,19.84,0.0,0.0,0.1023,0.0,0.0,0.0,0.0,0.3209,0.1113,0.0,0.7139,0.3577,0.7267,0.0,0.0,0.1555,0.0266,0,0,0,0,0,-0.3576,0.069,0.0093,0.1333,2,0.0316,0.1276,0.0,alert,0
1782322304.8331,subject_01,26,13.36,0.794,3.76,30.46,23.86,15.06,16.36,0.0,0.0,0.1162,0.0,0.0,0.0,0.0,0.3336,0.0825,0.0,0.7224,0.3304,0.54,0.0131,0.0,0.1409,0.0445,0,0,0,0,0,-0.3871,0.0619,0.0093,0.1667,2,0.0316,0.1276,0.0,alert,0
1782322304.8867,subject_01,27,13.37,0.794,3.89,31.01,24.25,14.36,15.62,0.0,0.0,0.1113,0.0,0.0,0.0,0.0,0.3691,0.0788,0.0,0.7461,0.3253,0.4995,0.0219,0.0,0.146,0.0478,0,0,0,0,0,-0.3891,0.0703,0.0093,0.2,2,0.0306,0.1276,0.0,alert,0
