global_distress_mean,global_distress_max,global_distress_std,pain_index_mean,pain_index_max,pain_index_std,fear_index_mean,fear_index_max,fear_index_std,fatigue_index_mean,fatigue_index_max,fatigue_index_std,agitation_index_mean,agitation_index_max,agitation_index_std,tension_index_mean,tension_index_max,tension_index_std,respiratory_index_mean,respiratory_index_max,respiratory_index_std,gaze_variance_mean,gaze_variance_max,fixation_duration_mean,fixation_duration_max,recent_saccades_mean,recent_saccades_max,mean_gaze_speed_mean,mean_gaze_speed_max,max_gaze_speed_mean,max_gaze_speed_max,eye_contact_ratio_mean,eye_contact_ratio_max,face_confidence_mean,face_confidence_min,episode_pain_count,episode_agitation_count,episode_fatigue_count,episode_fear_count,episode_eye_closure_count,alert_ratio,scanning_ratio,eye_closed_ratio,window_start,window_end
40.71133333333333,49.29,2.8574047610865505,54.98199999999999,64.74,3.734485580416073,30.3078,37.34,3.889212385543604,47.81613333333333,100.0,16.27762068866689,16.07806666666667,26.63,1.3712761394260764,58.57573333333334,59.97,2.069284591436843,14.798266666666668,16.25,0.6247949963564335,0.008359333333333333,0.0167,0.5251106666666667,1.8667,4.113333333333333,10,0.038995999999999996,0.1058,0.21252866666666675,0.2147,0.728342,0.9084,0.7468333333333333,0.0,136,0,14,0,3,0.8066666666666666,0.0,0.19333333333333333,0,150
39.892066666666665,45.74,2.719381418179353,54.05966666666667,63.8,5.198113547422907,31.8616,41.39,5.54961321344037,42.900666666666666,70.43,13.667490928382025,16.185866666666666,22.02,1.0114354120956826,58.195666666666654,59.97,2.574220000888695,15.096666666666666,17.55,1.2478817846838943,0.017816000000000002,0.0313,0.33377666666666667,1.8667,12.266666666666667,21,0.04101266666666667,0.0509,0.23550000000000001,0.2563,0.801044,0.9084,0.7652933333333334,0.743,150,0,24,0,0,0.3933333333333333,0.36666666666666664,0.24,75,225
40.2522,45.95,3.3170063866576314,54.0834,65.51,6.982478053800962,32.36473333333333,43.21,7.5179283431479265,44.8406,70.43,16.126906618668325,15.834066666666665,22.42,1.7190433958652727,58.078199999999995,59.96,2.4173736566722894,15.592999999999998,18.2,1.47082625274769,0.03409533333333333,0.0552,0.067332,0.5,21.28,27,0.051648666666666676,0.0618,0.26054,0.3199,0.7367013333333333,0.7881,0.7743733333333334,0.745,150,0,36,0,0,0.0,0.68,0.32,150,300
41.56393333333333,46.8,3.811343524088713,56.29013333333332,66.07,8.153343283188333,30.864533333333334,43.21,8.475324197371998,50.53853333333334,73.33,18.076654690907763,15.298733333333333,22.42,1.8045316917134513,57.901999999999994,59.96,2.251304468986933,15.668266666666666,18.21,1.3877376435543598,0.05257866666666667,0.0727,0.04777666666666667,0.5,22.2,27,0.056568000000000014,0.0618,0.29234000000000004,0.3199,0.6880293333333334,0.7843,0.7793533333333332,0.745,150,0,14,0,0,0.0,0.5333333333333333,0.4666666666666667,225,375
41.955466666666666,46.8,3.732642259463993,56.7332,66.07,8.098006741242443,30.4152,42.96,8.466220500143319,53.34766666666667,73.39,17.19094608812795,15.039866666666663,24.41,1.4786807046817818,57.00606666666667,59.96,5.4851506555104335,15.778733333333333,18.21,1.3280551944676744,0.06289933333333335,0.0727,0.010444000000000002,0.1667,20.38,25,0.05803733333333334,0.0628,0.33235600000000004,0.3718,0.6204693333333334,0.691,0.78272,0.746,150,0,17,0,0,0.0,0.5066666666666667,0.49333333333333335,300,450
42.486533333333334,49.75,3.963934217257799,55.701466666666676,66.06,7.424513306234417,31.591133333333335,43.15,7.581792171540874,50.84140000000001,73.39,15.415050783059238,16.944599999999998,52.88,6.0377357672086704,53.12586666666667,59.95,9.953721383386018,27.718133333333334,44.97,11.904275154832765,0.06059066666666666,0.0686,0.008444,0.1667,18.686666666666667,22,0.05801400000000001,0.0631,0.358306,0.3718,0.6107046666666668,0.6361,0.7863533333333333,0.688,150,0,23,0,0,0.02666666666666667,0.58,0.3933333333333333,375,525
43.37866666666666,49.75,3.5957860621735684,55.5338,65.01,6.4697897510521,31.028666666666666,43.15,6.4299115055092395,51.1996,73.78,14.203189776910191,15.221133333333334,52.88,6.7134703352166865,53.60993333333333,59.76,8.827924539402115,39.632733333333334,44.97,2.0211807621729623,0.051706666666666665,0.0686,0.0037773333333333335,0.1667,18.053333333333335,24,0.06033666666666668,0.0694,0.36750399999999994,0.3718,0.603368,0.6279,0.80048,0.688,150,0,6,0,0,0.02666666666666667,0.6266666666666667,0.3466666666666667,450,600
42.80533333333333,48.49,3.49148872435588,56.48506666666667,65.03,6.736628888952696,29.83846666666667,41.78,6.729845549716762,55.00126666666667,74.41,16.3604867462037,11.7532,13.57,0.6095397317351497,56.609866666666676,59.71,2.9006414441416295,28.856800000000003,41.52,12.035369035143066,0.044125333333333336,0.0549,0.006221333333333334,0.1333,20.66,27,0.06546466666666667,0.0716,0.35855399999999993,0.3718,0.5854806666666668,0.6065,0.8111533333333334,0.8,150,0,5,0,0,0.0,0.54,0.46,525,675
42.25406666666667,50.05,4.191338799849404,57.338666666666676,70.67,7.9324367361301364,30.94753333333333,41.89,6.69752773546611,57.095266666666674,75.34,16.815095475032305,14.049066666666665,29.65,4.161866409310677,48.44513333333334,59.71,10.371913464172241,20.268200000000004,38.72,6.094860533775527,0.040261333333333336,0.0464,0.010665333333333332,0.1333,28.82,40,0.072162,0.0838,0.34147599999999995,0.3539,0.5719719999999999,0.5883,0.7968666666666667,0.707,150,0,6,0,0,0.0,0.48,0.52,600,750
43.053866666666664,50.05,4.129633746645308,58.08946666666665,70.67,7.570033626716573,30.360733333333336,41.89,5.946323560666975,58.97526666666667,75.57,15.444647242714918,13.89926666666667,29.65,4.250041941627498,48.75586666666666,59.57,10.489804202027225,23.610933333333335,27.96,3.170757821611572,0.03043333333333333,0.0431,0.023332,0.3333,34.86,40,0.07586000000000001,0.0838,0.3114846666666667,0.3539,0.5652646666666666,0.5757,0.8001333333333333,0.707,150,0,23,0,0,0.0,0.47333333333333333,0.5266666666666666,675,825
41.452933333333334,48.4,4.8600544845547935,54.688199999999995,66.63,8.491736375508895,32.130399999999995,45.57,7.849450703647568,53.63706666666666,75.7,17.425693424877174,12.329866666666668,20.77,1.3830871930016524,54.6006,59.57,5.68682148161505,21.371733333333335,26.03,4.1987699935353655,0.03030133333333333,0.0399,0.05666533333333334,0.5333,30.8,38,0.07141866666666666,0.0799,0.2806686666666667,0.301,0.5601186666666667,0.5754,0.8107,0.779,103,0,22,0,0,0.0,0.58,0.42,750,900
