global_distress_mean,global_distress_max,global_distress_std,pain_index_mean,pain_index_max,pain_index_std,fear_index_mean,fear_index_max,fear_index_std,fatigue_index_mean,fatigue_index_max,fatigue_index_std,agitation_index_mean,agitation_index_max,agitation_index_std,tension_index_mean,tension_index_max,tension_index_std,respiratory_index_mean,respiratory_index_max,respiratory_index_std,gaze_variance_mean,gaze_variance_max,fixation_duration_mean,fixation_duration_max,recent_saccades_mean,recent_saccades_max,mean_gaze_speed_mean,mean_gaze_speed_max,max_gaze_speed_mean,max_gaze_speed_max,eye_contact_ratio_mean,eye_contact_ratio_max,face_confidence_mean,face_confidence_min,episode_pain_count,episode_agitation_count,episode_fatigue_count,episode_fear_count,episode_eye_closure_count,alert_ratio,scanning_ratio,eye_closed_ratio,window_start,window_end,label,source_file
41.5094,49.67,4.216003424154589,52.672666666666665,67.13,8.009812997227794,34.56333333333333,49.57,7.829889185246739,51.2228,83.95,17.30319426304571,21.454933333333333,48.8,6.53918870516062,54.83966666666667,59.85,3.3351575265749216,15.0394,17.66,1.545424608797372,0.1781453333333333,0.2483,0.0008886666666666,0.0667,28.52,51,0.094332,0.1131,0.3986000000000001,0.5033,0.3933806666666667,0.7692,0.7130399999999999,0.0,36,0,12,0,0,0.0933333333333333,0.5733333333333334,0.3333333333333333,0,150,3,agitation_01_windows.csv
39.833,49.67,3.212037290731068,51.81026666666666,67.13,6.430840431331183,35.096066666666665,47.08,6.938399318012539,43.66333333333333,77.58,13.798218281375757,17.31426666666666,40.52,3.923237320039565,56.8232,59.98,3.035685148718103,16.0644,18.95,1.0923931489836014,0.1970226666666666,0.2475,0.0313333333333333,0.4667,40.98,52,0.0906126666666666,0.1071,0.4938566666666668,0.5033,0.3537213333333333,0.4554,0.7733,0.0,20,0,0,0,0,0.0,0.8333333333333334,0.1666666666666666,75,225,3,agitation_01_windows.csv
39.55486666666666,47.63,2.3654821256566056,51.99046666666666,67.22,5.162665969728122,35.528066666666675,52.25,6.877202168029907,39.00833333333333,71.7,10.71744487834474,19.089466666666667,46.83,5.885818559582948,57.76506666666667,59.99,2.8353548708843967,15.380466666666663,18.95,1.5483757831984863,0.167028,0.2244,0.0313333333333333,0.4667,36.73333333333333,52,0.0783853333333333,0.0953,0.4743380000000002,0.5596,0.3840993333333333,0.4554,0.75982,0.415,73,0,0,0,0,0.0,0.88,0.12,150,300,3,agitation_01_windows.csv
42.96613333333333,53.7,4.270367663574521,53.01773333333333,75.47,7.142811578352594,37.839733333333335,59.88,9.180207330982292,39.679133333333326,67.81,12.232423080143734,27.189400000000003,74.09,12.54284829142667,56.99053333333333,59.99,3.164824663372072,30.04653333333333,56.33,18.302696467151502,0.201152,0.2847,0.0,0.0,35.833333333333336,44,0.0815646666666666,0.1028,0.5673213333333335,0.7541,0.375398,0.4513,0.6843666666666667,0.0,76,0,0,0,0,0.0,0.8066666666666666,0.1933333333333333,225,375,3,agitation_01_windows.csv
44.424600000000005,53.7,3.17641595124159,52.0306,75.47,7.02515635308104,38.4258,59.88,9.034117753488308,38.294066666666666,67.81,12.568289387037964,27.01766666666667,74.09,12.675306936260425,56.6772,59.96,3.4663701921065546,49.85193333333333,56.33,10.410550707613607,0.2512799999999999,0.2847,0.0,0.0,40.8,48,0.0950246666666666,0.1052,0.7216833333333335,0.7541,0.340342,0.3654,0.6795466666666667,0.0,23,0,0,0,0,0.0,0.82,0.18,300,450,3,agitation_01_windows.csv
41.9798,50.79,2.810891441871524,49.2228,64.95,6.4191245425382935,38.6002,77.58,9.598625283981132,34.769733333333335,67.52,11.205994797049428,25.078533333333336,76.48,11.626313212204348,57.28086666666668,59.98,3.2085767897402664,42.5602,56.1,15.016561124752323,0.2218066666666666,0.2824,0.0,0.0,43.153333333333336,48,0.0999193333333333,0.1066,0.7900986666666668,0.9761,0.331932,0.3537,0.6668999999999999,0.0,52,0,0,0,0,0.0,0.88,0.12,375,525,3,agitation_01_windows.csv
40.693,50.79,2.754107792288389,48.59573333333333,63.67,6.291844657185728,39.936866666666674,77.58,9.356434037685831,33.37933333333333,67.42,10.209922181974193,23.880133333333337,76.48,12.138313018501504,57.58733333333335,59.99,2.893825796500572,33.46193333333333,54.97,9.89839087300155,0.2207986666666666,0.2624,0.0,0.0,43.22,49,0.1025153333333333,0.1128,0.9010986666666668,0.9761,0.3238213333333333,0.3362,0.6657866666666666,0.0,52,0,0,3,0,0.0,0.9066666666666666,0.0933333333333333,450,600,3,agitation_01_windows.csv
39.85359999999999,47.34,2.3084898111219143,48.9382,68.0,4.719544692804863,39.337333333333326,51.08,6.933806073626999,31.939466666666668,66.12,9.23826734871123,18.7688,45.61,5.728878911610248,58.48973333333333,60.0,2.047283007707174,33.700199999999995,40.83,7.101416294131076,0.241294,0.2624,0.0,0.0,39.013333333333335,49,0.0996633333333333,0.1128,0.95542,0.9761,0.3189986666666666,0.3315,0.73248,0.0,12,0,0,3,0,0.0,0.94,0.06,525,675,3,agitation_01_windows.csv
38.65966666666667,47.87,2.5712881415615643,49.043866666666666,68.89,4.978960942068116,39.781666666666666,50.66,6.4460978692921005,31.089533333333332,66.43,9.773516766348893,17.918066666666668,34.95,3.545176834443105,59.080733333333335,60.0,1.6879736856097496,22.682666666666663,40.83,11.132502065444967,0.1955673333333333,0.2578,0.0,0.0,32.486666666666665,38,0.0893206666666666,0.1003,0.8507846666666666,0.9761,0.3167466666666667,0.3314,0.7397733333333332,0.692,20,0,0,0,0,0.0,0.94,0.06,600,750,3,agitation_01_windows.csv
38.008133333333326,47.87,2.629450752014704,49.251333333333335,68.89,5.553812242510178,40.37513333333334,51.32,6.943610237942891,30.766866666666665,66.43,10.62872460649096,18.624666666666663,29.08,3.163681201891805,59.11946666666665,59.99,1.6090014355763642,13.92933333333333,17.53,0.9724497997199608,0.17374,0.2046,0.0,0.0,30.15333333333333,34,0.0862853333333333,0.0961,0.8058146666666668,0.8448,0.3075553333333333,0.3314,0.7294733333333333,0.673,25,0,0,0,0,0.0,0.9133333333333332,0.0866666666666666,675,825,3,agitation_01_windows.csv
39.373000000000005,53.53,4.178510660783562,51.1068,71.9,7.117691100632764,38.88593333333333,51.91,7.606912177844027,33.94766666666666,61.14,12.365418515195046,22.237133333333336,70.36,8.875529388628692,57.9122,59.96,2.426735833453886,14.335866666666668,25.11,1.9577730763151584,0.2063593333333333,0.2739,0.0,0.0,30.72,34,0.0868846666666666,0.0961,0.7994126666666667,0.8448,0.299494,0.3065,0.6984933333333333,0.0,13,0,0,0,0,0.0,0.7866666666666666,0.2133333333333333,750,900,3,agitation_01_windows.csv
44.538,55.3,5.696188175573522,49.6618,71.9,10.220498422945075,45.31166666666667,97.7,18.510562608307254,36.12826666666667,63.07,13.434975877952418,36.07646666666666,75.4,17.02632600899716,53.70433333333333,59.96,6.72598022263352,41.583133333333336,94.98,29.484812178081345,0.2907006666666666,0.4444,0.0013333333333333,0.1,30.726666666666667,35,0.0881533333333333,0.0969,0.7638626666666666,0.8448,0.294372,0.3057,0.5195333333333334,0.0,5,22,0,19,0,0.0,0.7266666666666667,0.2733333333333333,825,975,3,agitation_01_windows.csv
47.290200000000006,55.32,3.4282107313862644,48.35346666666667,66.57,9.181067767489273,45.8172,97.7,18.759466267933057,34.28273333333333,64.34,12.26117684316715,35.983466666666665,75.4,17.335753216385445,53.78359999999999,59.99,6.861674642485525,75.75219999999999,94.98,13.79528330395,0.4030853333333333,0.4871,0.0013333333333333,0.1,34.806666666666665,43,0.0950953333333333,0.1039,0.762528,0.7737,0.2883126666666667,0.2963,0.5240733333333334,0.0,16,22,0,19,0,0.0,0.8466666666666667,0.1533333333333333,900,1050,3,agitation_01_windows.csv
